"TBLID","ORDER","Column heading for transposed file","LINE_TYPE","indent","Description","Census variable codes",,
"S10702C",95,"T2Cest.95","D",4,"Renter occupied; AND has none of the 4 severe housing problems; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND race/ethnicity is non-White, non-Hispanic","TOTRACE>1 AND HSGP=1",,
"S10702C",96,"T2Cest.96","D",4,"Renter occupied; AND has none of the 4 severe housing problems; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND race/ethnicity Hispanic, any race","HSGP=2:8",,
"S10702C",97,"T2Cest.97","S",3,"Renter occupied; AND has none of the 4 severe housing problems; AND household income is greater than 50% but less than or equal to 80% of HAMFI","HUD50=0 AND HUD80=1",,
"S10702C",98,"T2Cest.98","D",4,"Renter occupied; AND has none of the 4 severe housing problems; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND race/ethnicity is White alone, non-Hispanic","TOTRACE=1 AND HSGP=1",,
"S10702C",99,"T2Cest.99","D",4,"Renter occupied; AND has none of the 4 severe housing problems; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND race/ethnicity is non-White, non-Hispanic","TOTRACE>1 AND HSGP=1",,
"S10702C",100,"T2Cest.100","D",4,"Renter occupied; AND has none of the 4 severe housing problems; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND race/ethnicity Hispanic, any race","HSGP=2:8",,
"S10702C",101,"T2Cest.101","S",3,"Renter occupied; AND has none of the 4 severe housing problems; AND household income is greater than 80% but less than or equal to 95% of HAMFI","HUD80=0 AND HUD95=1",,
"S10702C",102,"T2Cest.102","D",4,"Renter occupied; AND has none of the 4 severe housing problems; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND race/ethnicity is White alone, non-Hispanic","TOTRACE=1 AND HSGP=1",,
"S10702C",103,"T2Cest.103","D",4,"Renter occupied; AND has none of the 4 severe housing problems; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND race/ethnicity is non-White, non-Hispanic","TOTRACE>1 AND HSGP=1",,
"S10702C",104,"T2Cest.104","D",4,"Renter occupied; AND has none of the 4 severe housing problems; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND race/ethnicity Hispanic, any race","HSGP=2:8",,
"S10702C",105,"T2Cest.105","S",3,"Renter occupied; AND has none of the 4 severe housing problems; AND household income is greater than 95% of HAMFI","HUD95=0",,
"S10702C",106,"T2Cest.106","D",4,"Renter occupied; AND has none of the 4 severe housing problems; AND household income is greater than 95% of HAMFI; AND race/ethnicity is White alone, non-Hispanic","TOTRACE=1 AND HSGP=1",,
"S10702C",107,"T2Cest.107","D",4,"Renter occupied; AND has none of the 4 severe housing problems; AND household income is greater than 95% of HAMFI; AND race/ethnicity is non-White, non-Hispanic","TOTRACE>1 AND HSGP=1",,
"S10702C",108,"T2Cest.108","D",4,"Renter occupied; AND has none of the 4 severe housing problems; AND household income is greater than 95% of HAMFI; AND race/ethnicity Hispanic, any race","HSGP=2:8",,
"S10702C",109,"T2Cest.109","S",2,"Renter occupied; AND cost burden not computed, has none of the other severe housing problems","KIT=1 AND PLM=1 AND PPR<=1 AND GRPI=.",,
"S10702C",110,"T2Cest.110","S",3,"Renter occupied; AND cost burden not computed, has none of the other severe housing problems; AND household income is less than or equal to 30% of HAMFI","HUD30=1",,
"S10702C",111,"T2Cest.111","D",4,"Renter occupied; AND cost burden not computed, has none of the other severe housing problems; AND household income is less than or equal to 30% of HAMFI; AND race/ethnicity is White alone, non-Hispanic","TOTRACE=1 AND HSGP=1",,
"S10702C",112,"T2Cest.112","D",4,"Renter occupied; AND cost burden not computed, has none of the other severe housing problems; AND household income is less than or equal to 30% of HAMFI; AND race/ethnicity is non-White, non-Hispanic","TOTRACE>1 AND HSGP=1",,
"S10702C",113,"T2Cest.113","D",4,"Renter occupied; AND cost burden not computed, has none of the other severe housing problems; AND household income is less than or equal to 30% of HAMFI; AND race/ethnicity Hispanic, any race","HSGP=2:8",,
"S10702C",114,"T2Cest.114","S",3,"Renter occupied; AND cost burden not computed, has none of the other severe housing problems; AND household income is greater than 30% but less than or equal to 50% of HAMFI","HUD30=0 AND HUD50=1",,
"S10702C",115,"T2Cest.115","D",4,"Renter occupied; AND cost burden not computed, has none of the other severe housing problems; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND race/ethnicity is White alone, non-Hispanic","TOTRACE=1 AND HSGP=1",,
"S10702C",116,"T2Cest.116","D",4,"Renter occupied; AND cost burden not computed, has none of the other severe housing problems; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND race/ethnicity is non-White, non-Hispanic","TOTRACE>1 AND HSGP=1",,
"S10702C",117,"T2Cest.117","D",4,"Renter occupied; AND cost burden not computed, has none of the other severe housing problems; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND race/ethnicity Hispanic, any race","HSGP=2:8",,
"S10702C",118,"T2Cest.118","S",3,"Renter occupied; AND cost burden not computed, has none of the other severe housing problems; AND household income is greater than 50% but less than or equal to 80% of HAMFI","HUD50=0 AND HUD80=1",,
"S10702C",119,"T2Cest.119","D",4,"Renter occupied; AND cost burden not computed, has none of the other severe housing problems; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND race/ethnicity is White alone, non-Hispanic","TOTRACE=1 AND HSGP=1",,
"S10702C",120,"T2Cest.120","D",4,"Renter occupied; AND cost burden not computed, has none of the other severe housing problems; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND race/ethnicity is non-White, non-Hispanic","TOTRACE>1 AND HSGP=1",,
"S10702C",121,"T2Cest.121","D",4,"Renter occupied; AND cost burden not computed, has none of the other severe housing problems; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND race/ethnicity Hispanic, any race","HSGP=2:8",,
"S10702C",122,"T2Cest.122","S",3,"Renter occupied; AND cost burden not computed, has none of the other severe housing problems; AND household income is greater than 80% but less than or equal to 95% of HAMFI","HUD80=0 AND HUD95=1",,
"S10702C",123,"T2Cest.123","D",4,"Renter occupied; AND cost burden not computed, has none of the other severe housing problems; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND race/ethnicity is White alone, non-Hispanic","TOTRACE=1 AND HSGP=1",,
"S10702C",124,"T2Cest.124","D",4,"Renter occupied; AND cost burden not computed, has none of the other severe housing problems; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND race/ethnicity is non-White, non-Hispanic","TOTRACE>1 AND HSGP=1",,
"S10702C",125,"T2Cest.125","D",4,"Renter occupied; AND cost burden not computed, has none of the other severe housing problems; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND race/ethnicity Hispanic, any race","HSGP=2:8",,
"S10702C",126,"T2Cest.126","S",3,"Renter occupied; AND cost burden not computed, has none of the other severe housing problems; AND household income is greater than 95% of HAMFI","HUD95=0",,
"S10702C",127,"T2Cest.127","D",4,"Renter occupied; AND cost burden not computed, has none of the other severe housing problems; AND household income is greater than 95% of HAMFI; AND race/ethnicity is White alone, non-Hispanic","TOTRACE=1 AND HSGP=1",,
"S10702C",128,"T2Cest.128","D",4,"Renter occupied; AND cost burden not computed, has none of the other severe housing problems; AND household income is greater than 95% of HAMFI; AND race/ethnicity is non-White, non-Hispanic","TOTRACE>1 AND HSGP=1",,
"S10702C",129,"T2Cest.129","D",4,"Renter occupied; AND cost burden not computed, has none of the other severe housing problems; AND household income is greater than 95% of HAMFI; AND race/ethnicity Hispanic, any race","HSGP=2:8",,
"S10703",1,"T3est.1","T",0,"Total: Occupied housing units",,,
"S10703",2,"T3est.2","S",1,"Owner occupied","TEN=1:2",,
"S10703",3,"T3est.3","S",2,"Owner occupied; AND lacking complete plumbing or kitchen facilities","KIT=2 OR PLM=2 ",,
"S10703",4,"T3est.4","D",3,"Owner occupied; AND lacking complete plumbing or kitchen facilities; AND household income is less than or equal to 30% of HAMFI","HUD30=1",,
"S10703",5,"T3est.5","D",3,"Owner occupied; AND lacking complete plumbing or kitchen facilities; AND household income is greater than 30% but less than or equal to 50% of HAMFI","HUD30=0 AND HUD50=1",,
"S10703",6,"T3est.6","D",3,"Owner occupied; AND lacking complete plumbing or kitchen facilities; AND household income is greater than 50% but less than or equal to 60% of HAMFI","HUD50=0 AND HUD60=1",,
"S10703",7,"T3est.7","D",3,"Owner occupied; AND lacking complete plumbing or kitchen facilities; AND household income is greater than 60% but less than or equal to 80% of HAMFI","HUD60=0 AND HUD80=1",,
"S10703",8,"T3est.8","D",3,"Owner occupied; AND lacking complete plumbing or kitchen facilities; AND household income is greater than 80% but less than or equal to 95% of HAMFI","HUD80=0 AND HUD95=1",,
"S10703",9,"T3est.9","D",3,"Owner occupied; AND lacking complete plumbing or kitchen facilities; AND household income is greater than 95% of HAMFI","HUD95=0",,
"S10703",10,"T3est.10","S",2,"Owner occupied; AND with more than 1.5 persons per room, none of the needs above","PPR>1.5 AND KIT=1 AND PLM=1",,
"S10703",11,"T3est.11","D",3,"Owner occupied; AND with more than 1.5 persons per room, none of the needs above; AND household income is less than or equal to 30% of HAMFI","HUD30=1",,
"S10703",12,"T3est.12","D",3,"Owner occupied; AND with more than 1.5 persons per room, none of the needs above; AND household income is greater than 30% but less than or equal to 50% of HAMFI","HUD30=0 AND HUD50=1",,
"S10703",13,"T3est.13",,,"Owner occupied; AND with more than 1.5 persons per room, none of the needs above; AND household income is greater than 50% but less than or equal to 60% of HAMFI","HUD50=0 AND HUD60=1",,
"S10703",14,"T3est.14","D",3,"Owner occupied; AND with more than 1.5 persons per room, none of the needs above; AND household income is greater than 60% but less than or equal to 80% of HAMFI","HUD60=0 AND HUD80=1",,
"S10703",15,"T3est.15","D",3,"Owner occupied; AND with more than 1.5 persons per room, none of the needs above; AND household income is greater than 80% but less than or equal to 95% of HAMFI","HUD80=0 AND HUD95=1",,
"S10703",16,"T3est.16","D",3,"Owner occupied; AND with more than 1.5 persons per room, none of the needs above; AND household income is greater than 95% of HAMFI","HUD95=0",,
"S10703",17,"T3est.17","S",2,"Owner occupied; AND with more than 1 but less than or equal to 1.5 persons per room, none of the needs above","1.01 <= PPR <= 1.50 AND KIT=1 AND PLM=1",,
"S10703",18,"T3est.18","D",3,"Owner occupied; AND with more than 1 but less than or equal to 1.5 persons per room, none of the needs above; AND household income is less than or equal to 30% of HAMFI","HUD30=1",,
"S10703",19,"T3est.19","D",3,"Owner occupied; AND with more than 1 but less than or equal to 1.5 persons per room, none of the needs above; AND household income is greater than 30% but less than or equal to 50% of HAMFI","HUD30=0 AND HUD50=1",,
"S10703",20,"T3est.20",,,"Owner occupied; AND with more than 1 but less than or equal to 1.5 persons per room, none of the needs above; AND household income is greater than 50% but less than or equal to 60% of HAMFI","HUD50=0 AND HUD60=1",,
"S10703",21,"T3est.21","D",3,"Owner occupied; AND with more than 1 but less than or equal to 1.5 persons per room, none of the needs above; AND household income is greater than 60% but less than or equal to 80% of HAMFI","HUD60=0 AND HUD80=1",,
"S10703",22,"T3est.22","D",3,"Owner occupied; AND with more than 1 but less than or equal to 1.5 persons per room, none of the needs above; AND household income is greater than 80% but less than or equal to 95% of HAMFI","HUD80=0 AND HUD95=1",,
"S10703",23,"T3est.23","D",3,"Owner occupied; AND with more than 1 but less than or equal to 1.5 persons per room, none of the needs above; AND household income is greater than 95% of HAMFI","HUD95=0",,
"S10703",24,"T3est.24","S",2,"Owner occupied; AND with housing cost burden greater than 50%, none of the needs above","OCPI>50 AND KIT=1 AND PLM=1 AND PPR<=1",,
"S10703",25,"T3est.25","D",3,"Owner occupied; AND with housing cost burden greater than 50%, none of the needs above; AND household income is less than or equal to 30% of HAMFI","HUD30=1",,
"S10703",26,"T3est.26","D",3,"Owner occupied; AND with housing cost burden greater than 50%, none of the needs above; AND household income is greater than 30% but less than or equal to 50% of HAMFI","HUD30=0 AND HUD50=1",,
"S10703",27,"T3est.27",,,"Owner occupied; AND with housing cost burden greater than 50%, none of the needs above; AND household income is greater than 50% but less than or equal to 60% of HAMFI","HUD50=0 AND HUD60=1",,
"S10703",28,"T3est.28","D",3,"Owner occupied; AND with housing cost burden greater than 50%, none of the needs above; AND household income is greater than 60% but less than or equal to 80% of HAMFI","HUD60=0 AND HUD80=1",,
